timestamp,sample_index,label,fault_active,frontend_latency_ms,frontend_status_code,frontend_success,frontend_error,frontend_response_bytes,running_pods,not_ready_pods,total_restarts,frontend_ready_ratio,productcatalogservice_ready_ratio,cartservice_ready_ratio,checkoutservice_ready_ratio,recommendationservice_ready_ratio,paymentservice_ready_ratio,shippingservice_ready_ratio
2026-06-02T22:18:56.398781,0,0,0.0,84.71180009655654,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:18:58.342710,1,0,0.0,19.690799992531538,200.0,1.0,0.0,7956.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:00.210142,2,0,0.0,17.437900183722377,200.0,1.0,0.0,7935.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:02.090319,3,0,0.0,23.47879996523261,200.0,1.0,0.0,6916.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:04.086592,4,0,0.0,17.162299947813153,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:06.119179,5,0,0.0,26.24619984999299,200.0,1.0,0.0,7962.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:08.116449,6,0,0.0,28.523700078949332,200.0,1.0,0.0,7953.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:10.076992,7,0,0.0,22.74110005237162,200.0,1.0,0.0,6872.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:12.183571,8,0,0.0,127.97780008986592,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:14.365142,9,0,0.0,12.583799893036485,200.0,1.0,0.0,7944.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:16.395032,10,0,0.0,13.246299931779504,200.0,1.0,0.0,7931.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:18.389620,11,0,0.0,30.18490015529096,200.0,1.0,0.0,6878.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:20.431905,12,0,0.0,21.80480002425611,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:22.465692,13,0,0.0,15.20569995045662,200.0,1.0,0.0,8004.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:24.452836,14,0,0.0,14.504000078886747,200.0,1.0,0.0,7945.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:26.454028,15,0,0.0,22.872600005939603,200.0,1.0,0.0,6848.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:28.481605,16,0,0.0,101.63059993647039,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:30.567525,17,0,0.0,13.427900150418282,200.0,1.0,0.0,8018.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:32.614522,18,0,0.0,13.203799957409501,200.0,1.0,0.0,7927.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:34.657126,19,0,0.0,11.809499934315681,200.0,1.0,0.0,6854.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:36.715370,20,0,0.0,19.323700107634068,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:38.799317,21,0,0.0,12.146499939262867,200.0,1.0,0.0,7960.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:40.895815,22,0,0.0,13.044700026512146,200.0,1.0,0.0,7949.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:43.009141,23,0,0.0,49.99929992482066,200.0,1.0,0.0,6864.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:45.142376,24,0,0.0,29.07039993442595,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:47.231586,25,0,0.0,13.47390003502369,200.0,1.0,0.0,7958.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:49.259039,26,0,0.0,32.832499826326966,200.0,1.0,0.0,7959.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:51.301579,27,0,0.0,33.45150011591613,200.0,1.0,0.0,6854.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:53.448808,28,0,0.0,97.7390999905765,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:55.566736,29,0,0.0,28.457999927923083,200.0,1.0,0.0,7956.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:57.674973,30,0,0.0,16.75539999268949,200.0,1.0,0.0,7915.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:19:59.713002,31,0,0.0,30.449099838733673,200.0,1.0,0.0,6870.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:01.774935,32,0,0.0,47.84479993395507,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:03.901333,33,0,0.0,33.7722001131624,200.0,1.0,0.0,7990.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:05.938925,34,0,0.0,17.367100110277534,200.0,1.0,0.0,7933.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:07.973008,35,0,0.0,30.633999966084957,200.0,1.0,0.0,6894.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:10.011347,36,0,0.0,128.29799996688962,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:12.183447,37,0,0.0,27.86940010264516,200.0,1.0,0.0,7942.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:14.201783,38,0,0.0,12.619599932804704,200.0,1.0,0.0,7955.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:16.206038,39,0,0.0,12.462399899959564,200.0,1.0,0.0,6892.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:18.274714,40,0,0.0,17.23130000755191,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:20.309556,41,0,0.0,13.864799868315458,200.0,1.0,0.0,8014.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:22.407724,42,0,0.0,15.397900016978383,200.0,1.0,0.0,7939.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:24.532850,43,0,0.0,12.988799950107932,200.0,1.0,0.0,6848.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:26.605861,44,0,0.0,48.457499826326966,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:28.850069,45,1,1.0,17.890399787575006,200.0,1.0,0.0,7976.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:30.924972,46,1,1.0,5012.149200076237,0.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:37.969572,47,1,1.0,21.800799993798137,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:40.056105,48,1,1.0,5012.314100051299,0.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:47.060595,49,1,1.0,2224.620599998161,500.0,0.0,1.0,5084.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:51.250351,50,1,1.0,6.119200028479099,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:53.250159,51,1,1.0,26.38310007750988,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:55.190725,52,1,1.0,19.11170012317598,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:57.104867,53,1,1.0,6.826200056821108,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:20:58.953146,54,1,1.0,6.496800109744072,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:00.875845,55,1,1.0,13.19400011561811,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:02.787138,56,1,1.0,7.73239997215569,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:04.608540,57,1,1.0,7.841800106689334,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:06.551352,58,1,1.0,6.636100122705102,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:08.508340,59,1,1.0,12.169200228527188,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:10.453572,60,1,1.0,7.222599815577269,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:12.476951,61,1,1.0,19.493599887937307,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:14.519366,62,1,1.0,7.666300050914288,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:16.541926,63,1,1.0,19.306099973618984,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:18.826382,64,1,1.0,8.11340007930994,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:21.095905,65,1,1.0,18.499300116673112,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:23.229236,66,1,1.0,23.091200040653348,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:25.395003,67,1,1.0,28.446200070902705,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:27.510928,68,1,1.0,16.84259995818138,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:29.532187,69,1,1.0,7.085599936544895,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:31.548986,70,1,1.0,26.459000073373318,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:33.648290,71,1,1.0,22.9931001085788,200.0,1.0,0.0,5092.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:35.678874,72,1,1.0,19.068000139668584,500.0,0.0,1.0,5097.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:37.766286,73,1,1.0,7.104099960997701,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:39.782311,74,1,1.0,7.066699909046292,500.0,0.0,1.0,5100.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:42.146271,75,0,0.0,12.70090020261705,200.0,1.0,0.0,5092.0,11.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:44.473792,76,0,0.0,10.636999970301986,500.0,0.0,1.0,5097.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:46.410135,77,0,0.0,20.249899942427874,500.0,0.0,1.0,5100.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:48.293363,78,0,0.0,23.470700019970536,500.0,0.0,1.0,5100.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:50.161691,79,0,0.0,9.37699992209673,200.0,1.0,0.0,5092.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:52.023251,80,0,0.0,27.1245997864753,500.0,0.0,1.0,5097.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:53.938757,81,0,0.0,7.434600032866001,500.0,0.0,1.0,5100.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:55.807019,82,0,0.0,6.673499941825867,500.0,0.0,1.0,5100.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:57.684291,83,0,0.0,11.746299918740988,200.0,1.0,0.0,5092.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:21:59.544516,84,0,0.0,117.18740011565387,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:01.542143,85,0,0.0,12.7598000690341,200.0,1.0,0.0,6198.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:03.446981,86,0,0.0,11.742699891328812,200.0,1.0,0.0,6157.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:05.350624,87,0,0.0,18.026300007477403,200.0,1.0,0.0,5092.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:07.251954,88,0,0.0,113.79379988647997,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:09.259923,89,0,0.0,12.291500112041831,200.0,1.0,0.0,6198.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:11.116863,90,0,0.0,14.358700020238757,200.0,1.0,0.0,6157.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:13.030997,91,0,0.0,10.786399943754077,200.0,1.0,0.0,5092.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:14.909357,92,0,0.0,17.917899880558252,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:16.818268,93,0,0.0,12.929900083690882,200.0,1.0,0.0,6198.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:18.674131,94,0,0.0,14.165899949148297,200.0,1.0,0.0,7941.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:20.710012,95,0,0.0,13.90319992788136,200.0,1.0,0.0,6898.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:22.524447,96,0,0.0,146.15209982730448,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:24.497100,97,0,0.0,14.641499845311046,200.0,1.0,0.0,8000.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:26.726767,98,0,0.0,26.21140005066991,200.0,1.0,0.0,7917.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:28.609220,99,0,0.0,31.57290001399815,200.0,1.0,0.0,6870.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:30.595912,100,0,0.0,122.13840009644628,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:33.194765,101,0,0.0,15.511499950662255,200.0,1.0,0.0,7994.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:35.248510,102,0,0.0,16.217099968343973,200.0,1.0,0.0,7907.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:37.355462,103,0,0.0,13.178500114008784,200.0,1.0,0.0,6890.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:39.453344,104,0,0.0,15.11659985408187,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:41.555001,105,0,0.0,31.581300077959895,200.0,1.0,0.0,7964.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:43.596196,106,0,0.0,34.339499892666936,200.0,1.0,0.0,7937.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:45.560542,107,0,0.0,10.307099903002381,200.0,1.0,0.0,6868.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:47.527287,108,0,0.0,98.8849001005292,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:49.584801,109,0,0.0,26.202100096270442,200.0,1.0,0.0,7952.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:51.627544,110,0,0.0,16.332099912688136,200.0,1.0,0.0,7943.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:53.677727,111,0,0.0,13.917099917307496,200.0,1.0,0.0,6880.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:55.724791,112,0,0.0,22.646399913355708,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:57.748816,113,0,0.0,22.715099854394794,200.0,1.0,0.0,7958.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:22:59.811501,114,0,0.0,12.804399942979217,200.0,1.0,0.0,7945.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:23:01.833575,115,0,0.0,14.128499897196889,200.0,1.0,0.0,6886.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:23:03.863879,116,0,0.0,99.88779993727803,200.0,1.0,0.0,10497.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:23:05.998920,117,0,0.0,12.990499846637249,200.0,1.0,0.0,7960.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:23:08.031689,118,0,0.0,12.6352000515908,200.0,1.0,0.0,7935.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-02T22:23:10.035201,119,0,0.0,11.48219988681376,200.0,1.0,0.0,6872.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
