timestamp,sample_index,label,fault_active,chaosmesh_active,frontend_latency_ms,frontend_status_code,frontend_success,frontend_error,frontend_response_bytes,running_pods,not_ready_pods,total_restarts,frontend_ready_ratio,productcatalogservice_ready_ratio,cartservice_ready_ratio,checkoutservice_ready_ratio,recommendationservice_ready_ratio,paymentservice_ready_ratio,shippingservice_ready_ratio
2026-06-05T16:45:31.182079,0,0,0.0,0.0,50.47489999560639,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:33.186067,1,0,0.0,0.0,23.23300001444295,200.0,1.0,0.0,7943.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:34.969929,2,0,0.0,0.0,31.575499975588173,200.0,1.0,0.0,7970.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:36.886353,3,0,0.0,0.0,25.800400006119162,200.0,1.0,0.0,6915.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:38.902291,4,0,0.0,0.0,32.36439998727292,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:40.651171,5,0,0.0,0.0,24.19470000313595,200.0,1.0,0.0,7999.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:42.367944,6,0,0.0,0.0,26.863900013267994,200.0,1.0,0.0,7920.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:44.267831,7,0,0.0,0.0,24.440100009087473,200.0,1.0,0.0,6879.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:46.019984,8,0,0.0,0.0,22.17369998106733,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:47.918666,9,0,0.0,0.0,27.18909998657182,200.0,1.0,0.0,7959.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:49.801942,10,0,0.0,0.0,22.251099988352507,200.0,1.0,0.0,7958.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:51.535194,11,0,0.0,0.0,31.40410000924021,200.0,1.0,0.0,6873.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:53.487902,12,0,0.0,0.0,32.25119999842718,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:55.401904,13,0,0.0,0.0,22.277900017797947,200.0,1.0,0.0,7997.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:57.133962,14,0,0.0,0.0,26.98600001167506,200.0,1.0,0.0,7922.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:45:59.035128,15,0,0.0,0.0,30.2454000338912,200.0,1.0,0.0,6905.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:00.870494,16,0,0.0,0.0,33.07569999014959,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:02.584453,17,0,0.0,0.0,23.6554000293836,200.0,1.0,0.0,8019.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:04.519298,18,0,0.0,0.0,31.600499991327524,200.0,1.0,0.0,7902.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:06.419432,19,0,0.0,0.0,29.09440000075847,200.0,1.0,0.0,6907.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:08.301033,20,0,0.0,0.0,39.86719995737076,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:10.170523,21,0,0.0,0.0,23.097800032701343,200.0,1.0,0.0,8007.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:11.852231,22,0,0.0,0.0,26.93549997638911,200.0,1.0,0.0,7920.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:13.673528,23,0,0.0,0.0,32.186899974476546,200.0,1.0,0.0,6895.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:15.586431,24,0,0.0,0.0,32.155999972019345,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:17.350008,25,0,0.0,0.0,31.18749998975545,200.0,1.0,0.0,7979.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:19.201973,26,0,0.0,0.0,27.622100024018437,200.0,1.0,0.0,7942.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:21.050278,27,0,0.0,0.0,30.221500026527792,200.0,1.0,0.0,6863.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:22.734122,28,0,0.0,0.0,36.199200025293976,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:24.704624,29,0,0.0,0.0,25.183500023558736,200.0,1.0,0.0,7957.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:26.483661,30,0,0.0,0.0,26.590899971779436,200.0,1.0,0.0,7930.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:28.200591,31,0,0.0,0.0,27.885899995453656,200.0,1.0,0.0,6891.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:30.118332,32,0,0.0,0.0,30.870100017637014,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:31.851648,33,0,0.0,0.0,29.379200015682727,200.0,1.0,0.0,7999.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:33.618283,34,0,0.0,0.0,27.81400003004819,200.0,1.0,0.0,7954.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:35.600562,35,0,0.0,0.0,26.41980000771582,200.0,1.0,0.0,6875.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:37.385463,36,0,0.0,0.0,30.339399992953986,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:39.234346,37,0,0.0,0.0,29.127200017683208,200.0,1.0,0.0,7981.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:41.050877,38,0,0.0,0.0,29.720499995164573,200.0,1.0,0.0,7910.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:42.734890,39,0,0.0,0.0,20.387799944728613,200.0,1.0,0.0,6885.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:44.652074,40,0,0.0,0.0,44.83369999798015,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:46.634579,41,0,0.0,0.0,32.954399997834116,200.0,1.0,0.0,7957.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:48.417405,42,0,0.0,0.0,27.271600032690912,200.0,1.0,0.0,7924.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:50.269685,43,0,0.0,0.0,26.32369997445494,200.0,1.0,0.0,6879.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:52.033616,44,0,0.0,0.0,30.11930000502616,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:56.221908,45,1,1.0,1.0,11.150100035592914,500.0,0.0,1.0,5103.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:46:57.968035,46,1,1.0,1.0,5015.1780000305735,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:04.702700,47,1,1.0,1.0,5014.991399948485,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:11.583640,48,1,1.0,1.0,38.940300000831485,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:13.251154,49,1,1.0,1.0,1653.1302999937907,200.0,1.0,0.0,7969.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:16.682541,50,1,1.0,1.0,28.544100001454353,200.0,1.0,0.0,7944.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:18.417627,51,1,1.0,1.0,23.35149998543784,200.0,1.0,0.0,6849.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:20.266743,52,1,1.0,1.0,39.46719999657944,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:22.017028,53,1,1.0,1.0,28.664100042078644,200.0,1.0,0.0,7967.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:23.853356,54,1,1.0,1.0,30.653900001198053,200.0,1.0,0.0,7980.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:25.831963,55,1,1.0,1.0,29.386900016106665,200.0,1.0,0.0,6839.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:27.633443,56,1,1.0,1.0,34.15969997877255,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:29.550537,57,1,1.0,1.0,26.376000023446977,200.0,1.0,0.0,7983.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:31.366507,58,1,1.0,1.0,29.829799954313785,200.0,1.0,0.0,7980.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:33.033596,59,1,1.0,1.0,26.989299978595227,200.0,1.0,0.0,6875.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:35.000132,60,1,1.0,1.0,62.34770000446588,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:37.050525,61,1,1.0,1.0,20.457599952351302,200.0,1.0,0.0,7959.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:38.817277,62,1,1.0,1.0,28.104200027883053,200.0,1.0,0.0,7970.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:40.665972,63,1,1.0,1.0,24.969200021587312,200.0,1.0,0.0,6881.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:42.399884,64,1,1.0,1.0,30.60969995567575,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:44.166665,65,1,1.0,1.0,35.46100005041808,200.0,1.0,0.0,8001.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:46.133324,66,1,1.0,1.0,30.62599996337667,200.0,1.0,0.0,7932.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:47.933387,67,1,1.0,1.0,28.681800002232194,200.0,1.0,0.0,6861.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:49.816688,68,1,1.0,1.0,46.76200001267716,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:51.701194,69,1,1.0,1.0,26.481300010345876,200.0,1.0,0.0,7945.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:53.400519,70,1,1.0,1.0,23.136500036343932,200.0,1.0,0.0,7926.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:55.434357,71,1,1.0,1.0,28.521500003989786,200.0,1.0,0.0,6855.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:57.301794,72,1,1.0,1.0,34.468600002583116,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:47:58.982504,73,1,1.0,1.0,29.877400025725365,200.0,1.0,0.0,7999.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:00.851057,74,1,1.0,1.0,26.632900000549853,200.0,1.0,0.0,7958.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:02.599121,75,0,0.0,1.0,27.80250000068918,200.0,1.0,0.0,6849.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:04.281571,76,0,0.0,1.0,45.92970001976937,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:06.368580,77,0,0.0,1.0,43.87049999786541,200.0,1.0,0.0,8015.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:08.264311,78,0,0.0,1.0,24.45399999851361,200.0,1.0,0.0,7944.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:10.117774,79,0,0.0,1.0,29.91669997572899,200.0,1.0,0.0,6879.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:11.949336,80,0,0.0,1.0,29.421099985484034,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:13.632338,81,0,0.0,1.0,33.47439999924973,200.0,1.0,0.0,7999.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:15.581455,82,0,0.0,1.0,21.971700014546514,200.0,1.0,0.0,7966.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:17.449382,83,0,0.0,1.0,24.507900001481175,200.0,1.0,0.0,6859.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:19.167184,84,0,0.0,1.0,45.717000029981136,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:21.150445,85,0,0.0,1.0,50.82879995461553,200.0,1.0,0.0,7997.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:22.983553,86,0,0.0,1.0,20.361999981105328,200.0,1.0,0.0,7936.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:24.649405,87,0,0.0,1.0,30.06170003209263,200.0,1.0,0.0,6917.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:26.616490,88,0,0.0,1.0,34.16879998985678,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:28.482002,89,0,0.0,1.0,19.665699976030737,200.0,1.0,0.0,7993.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:30.181329,90,0,0.0,1.0,23.865199997089803,200.0,1.0,0.0,7980.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:32.065243,91,0,0.0,1.0,29.035700019448996,200.0,1.0,0.0,6897.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:33.800538,92,0,0.0,1.0,43.94699999829754,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:35.697448,93,0,0.0,1.0,36.8027999647893,200.0,1.0,0.0,7953.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:37.633608,94,0,0.0,1.0,26.806000038050115,200.0,1.0,0.0,7952.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:39.399190,95,0,0.0,1.0,28.05570000782609,200.0,1.0,0.0,6891.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:41.231885,96,0,0.0,1.0,42.38669999176636,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:43.099958,97,0,0.0,1.0,30.015000025741756,200.0,1.0,0.0,8007.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:44.747932,98,0,0.0,1.0,35.122300032526255,200.0,1.0,0.0,7930.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:46.682766,99,0,0.0,1.0,28.40979996835813,200.0,1.0,0.0,6857.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:48.532434,100,0,0.0,1.0,35.907300014514476,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:50.264607,101,0,0.0,1.0,30.006000015418977,200.0,1.0,0.0,7983.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:52.188732,102,0,0.0,1.0,26.53730002930388,200.0,1.0,0.0,7940.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:53.949558,103,0,0.0,1.0,26.510800002142787,200.0,1.0,0.0,6847.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:55.748028,104,0,0.0,1.0,40.97339999862015,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:57.698067,105,0,0.0,1.0,20.76490002218634,200.0,1.0,0.0,7973.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:48:59.382881,106,0,0.0,1.0,17.871999996714294,200.0,1.0,0.0,7928.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:01.182608,107,0,0.0,1.0,24.001299985684454,200.0,1.0,0.0,6881.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:03.030805,108,0,0.0,1.0,36.4871000056155,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:04.732529,109,0,0.0,1.0,23.085799999535084,200.0,1.0,0.0,7975.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:06.764315,110,0,0.0,1.0,50.23619998246431,200.0,1.0,0.0,7908.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:08.798184,111,0,0.0,1.0,26.644300029147416,200.0,1.0,0.0,6865.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:10.547358,112,0,0.0,1.0,41.79419996216893,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:12.496549,113,0,0.0,1.0,28.16649997839704,200.0,1.0,0.0,7969.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:14.328385,114,0,0.0,1.0,26.194500038400292,200.0,1.0,0.0,7980.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:16.015914,115,0,0.0,1.0,28.343600046355277,200.0,1.0,0.0,6859.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:17.966502,116,0,0.0,1.0,40.33789999084547,200.0,1.0,0.0,10499.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:19.710116,117,0,0.0,1.0,25.26279998710379,200.0,1.0,0.0,7987.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:21.398770,118,0,0.0,1.0,23.339000006671995,200.0,1.0,0.0,7944.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-05T16:49:23.315327,119,0,0.0,1.0,22.121499991044402,200.0,1.0,0.0,6869.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
